strategy,market_id,entry_date,exit_date,entry_price,exit_price,outcome,pnl,roi
Trend Filter,market_125,2025-05-14 18:00:00,2025-05-25 12:00:00,0.7149791864280369,0.9533972904924397,YES,0.28502081357196307,0.3986421129206543
Trend Filter,market_127,2025-03-22 00:00:00,2025-04-08 18:00:00,0.24289626276444015,0.01,NO,-0.24289626276444015,-1.0
Trend Filter,market_128,2025-02-27 00:00:00,2025-03-02 12:00:00,0.5283036474431857,0.9075087782204215,YES,0.4716963525568143,0.8928508346282826
Trend Filter,market_13,2025-05-25 00:00:00,2025-06-22 12:00:00,0.15787796182200567,0.04209869304351654,NO,-0.15787796182200567,-1.0
Trend Filter,market_130,2025-04-15 12:00:00,2025-04-17 18:00:00,0.27562048582125326,0.077242196070837,NO,-0.27562048582125326,-1.0
Trend Filter,market_131,2025-09-09 12:00:00,2025-09-11 06:00:00,0.21771611103734073,0.01,NO,-0.21771611103734073,-1.0
Trend Filter,market_132,2026-01-11 06:00:00,2026-02-01 18:00:00,0.5450279957018667,0.061246601557056794,NO,-0.5450279957018667,-1.0
Trend Filter,market_133,2025-05-22 00:00:00,2025-05-24 00:00:00,0.7650610316299796,0.8938029236455985,YES,0.23493896837002037,0.3070852633409882
Trend Filter,market_137,2024-10-14 00:00:00,2024-10-19 12:00:00,0.5451383006604572,0.9530745682658998,YES,0.4548616993395428,0.8343968838521516
Trend Filter,market_138,2025-08-16 18:00:00,2025-09-03 18:00:00,0.4571089233902923,0.02342125126064979,NO,-0.4571089233902923,-1.0
Trend Filter,market_139,2025-04-09 06:00:00,2025-04-18 12:00:00,0.13616305453927227,0.1061493834332718,NO,-0.13616305453927227,-1.0
Trend Filter,market_14,2025-12-22 06:00:00,2025-12-23 06:00:00,0.11961804404937997,0.059943465742654564,NO,-0.11961804404937997,-1.0
Trend Filter,market_140,2026-01-31 06:00:00,2026-02-07 00:00:00,0.6079842467482087,0.21488076240854456,NO,-0.6079842467482087,-1.0
Trend Filter,market_141,2024-10-15 12:00:00,2024-10-24 00:00:00,0.9352028671991319,0.99,YES,0.06479713280086807,0.0692867131544742
Trend Filter,market_142,2025-10-16 18:00:00,2025-10-17 18:00:00,0.04677900999532239,0.02177053115309751,NO,-0.04677900999532239,-1.0
Trend Filter,market_144,2026-01-18 12:00:00,2026-01-23 18:00:00,0.8419759319577595,0.01,NO,-0.8419759319577595,-1.0
Trend Filter,market_145,2025-09-02 12:00:00,2025-09-30 18:00:00,0.9637019975003493,0.9839194182924155,YES,0.03629800249965065,0.03766517304498738
Trend Filter,market_146,2024-12-23 06:00:00,2024-12-30 18:00:00,0.6741259599740477,0.99,YES,0.3258740400259523,0.4834023007191382
Trend Filter,market_147,2026-01-20 06:00:00,2026-02-07 00:00:00,0.9543536840786417,0.2633222733260839,NO,-0.9543536840786417,-1.0
Trend Filter,market_148,2025-12-19 00:00:00,2025-12-30 06:00:00,0.730062751547458,0.9766172342790803,YES,0.26993724845254197,0.36974526899280463
Trend Filter,market_149,2025-04-04 00:00:00,2025-04-11 12:00:00,0.44615163271764713,0.01,NO,-0.44615163271764713,-1.0
Trend Filter,market_15,2025-08-13 00:00:00,2025-08-16 06:00:00,0.3308544040586644,0.8954673375758958,YES,0.6691455959413356,2.022477524049183
Trend Filter,market_150,2025-12-20 00:00:00,2025-12-24 06:00:00,0.6435849941557655,0.040441950883832976,NO,-0.6435849941557655,-1.0
Trend Filter,market_151,2025-05-27 12:00:00,2025-06-06 12:00:00,0.6664423068992898,0.9018391308751149,YES,0.33355769310071015,0.5005049794221964
Trend Filter,market_152,2025-05-27 12:00:00,2025-05-31 06:00:00,0.3891510745901527,0.01,NO,-0.3891510745901527,-1.0
Trend Filter,market_153,2024-11-21 00:00:00,2024-11-27 18:00:00,0.4035963049020292,0.9207163712867064,YES,0.5964036950979708,1.4777233781730101
Trend Filter,market_154,2024-12-21 06:00:00,2025-01-03 00:00:00,0.18442980844148585,0.036283083344760915,NO,-0.18442980844148585,-1.0
Trend Filter,market_156,2025-03-15 06:00:00,2025-03-20 18:00:00,0.6247206409420827,0.9685300540648835,YES,0.3752793590579173,0.6007154789891265
Trend Filter,market_158,2025-07-15 00:00:00,2025-07-24 12:00:00,0.7408564210589162,0.9511280292379101,YES,0.25914357894108375,0.349789205539565
Trend Filter,market_159,2025-01-25 00:00:00,2025-01-30 06:00:00,0.8769631236017118,0.99,YES,0.1230368763982882,0.14029880286524746
Trend Filter,market_16,2025-05-31 00:00:00,2025-06-23 00:00:00,0.5161685563459684,0.9768185583946997,YES,0.48383144365403163,0.9373516416403669
Trend Filter,market_161,2025-09-27 00:00:00,2025-10-15 00:00:00,0.7006408566583164,0.9261793826230006,YES,0.29935914334168356,0.4272647541130661
Trend Filter,market_162,2025-12-15 00:00:00,2026-01-12 18:00:00,0.5273764399551871,0.05843735815481027,NO,-0.5273764399551871,-1.0
Trend Filter,market_163,2024-12-18 00:00:00,2024-12-19 18:00:00,0.1365763347109003,0.013190775340272909,NO,-0.1365763347109003,-1.0
Trend Filter,market_164,2025-06-12 00:00:00,2025-06-21 12:00:00,0.06518097747131515,0.06393168860455753,NO,-0.06518097747131515,-1.0
Trend Filter,market_165,2025-07-17 12:00:00,2025-08-05 18:00:00,0.3629337828579193,0.8979084572791067,YES,0.6370662171420807,1.7553235527580477
Trend Filter,market_166,2025-10-03 00:00:00,2025-10-06 18:00:00,0.6668759288654164,0.9434667019605188,YES,0.33312407113458364,0.49952930779994026
Trend Filter,market_167,2025-06-16 06:00:00,2025-06-18 06:00:00,0.9132786666929021,0.9590853156669249,YES,0.08672133330709786,0.09495604843276018
Trend Filter,market_168,2024-11-11 00:00:00,2024-11-18 12:00:00,0.059188995937127106,0.01,NO,-0.059188995937127106,-1.0
Trend Filter,market_169,2024-11-27 12:00:00,2024-12-07 00:00:00,0.08097975222593036,0.061870727949603924,NO,-0.08097975222593036,-1.0
Trend Filter,market_170,2025-07-05 00:00:00,2025-07-17 06:00:00,0.5540663948219158,0.9385615419809402,YES,0.4459336051780842,0.8048378485784419
Trend Filter,market_171,2025-02-24 00:00:00,2025-03-06 12:00:00,0.1575100373590147,0.99,YES,0.8424899626409853,5.348801744746507
Trend Filter,market_172,2025-12-24 12:00:00,2026-01-08 00:00:00,0.42007977378212924,0.12961230000745907,NO,-0.42007977378212924,-1.0
Trend Filter,market_175,2025-02-28 00:00:00,2025-03-19 18:00:00,0.24778222070716985,0.961014633945222,YES,0.7522177792928302,3.035802073070467
Trend Filter,market_176,2025-03-04 00:00:00,2025-03-22 12:00:00,0.8617520750373918,0.01,NO,-0.8617520750373918,-1.0
Trend Filter,market_177,2024-11-12 06:00:00,2024-11-23 18:00:00,0.750922845079983,0.16968521681618248,NO,-0.750922845079983,-1.0
Trend Filter,market_179,2025-10-06 00:00:00,2025-10-15 06:00:00,0.9032586813404935,0.01,NO,-0.9032586813404935,-1.0
Trend Filter,market_18,2025-05-26 00:00:00,2025-05-28 18:00:00,0.11284825517158428,0.02663621341524983,NO,-0.11284825517158428,-1.0
Trend Filter,market_183,2025-02-14 00:00:00,2025-02-15 12:00:00,0.8149310760130871,0.9508090028048157,YES,0.18506892398691288,0.2270976398302681
Trend Filter,market_186,2025-05-26 00:00:00,2025-06-01 12:00:00,0.6138682349928123,0.01,NO,-0.6138682349928123,-1.0
Trend Filter,market_187,2025-01-27 18:00:00,2025-02-03 12:00:00,0.5786833136005629,0.04957308575218412,NO,-0.5786833136005629,-1.0
Trend Filter,market_188,2025-03-23 00:00:00,2025-04-03 06:00:00,0.23884309788021035,0.9319601048235081,YES,0.7611569021197897,3.186849060639555
Trend Filter,market_189,2024-11-19 00:00:00,2024-11-23 12:00:00,0.4433629118247127,0.99,YES,0.5566370881752873,1.255488615149114
Trend Filter,market_191,2025-01-21 00:00:00,2025-02-01 18:00:00,0.5827250529104803,0.044032612330095706,NO,-0.5827250529104803,-1.0
Trend Filter,market_192,2024-10-12 06:00:00,2024-11-03 12:00:00,0.5547414169064593,0.947825677606123,YES,0.4452585830935407,0.8026416804725802
Trend Filter,market_193,2024-10-31 18:00:00,2024-11-10 18:00:00,0.06750680678061927,0.01,NO,-0.06750680678061927,-1.0
Trend Filter,market_195,2025-10-21 00:00:00,2025-11-10 06:00:00,0.5725456066234607,0.9149643825096342,YES,0.42745439337653934,0.7465857539234568
Trend Filter,market_197,2025-05-07 00:00:00,2025-06-03 18:00:00,0.6726169685986374,0.99,YES,0.3273830314013626,0.486730259100433
Trend Filter,market_198,2025-10-12 12:00:00,2025-10-21 00:00:00,0.5781937018299368,0.08490850876802743,NO,-0.5781937018299368,-1.0
Trend Filter,market_199,2025-10-22 00:00:00,2025-10-23 18:00:00,0.8991127244170338,0.9456706329812018,YES,0.10088727558296617,0.11220759404598506
Trend Filter,market_2,2025-11-02 06:00:00,2025-11-05 12:00:00,0.3942076573202681,0.01,NO,-0.3942076573202681,-1.0
Trend Filter,market_20,2026-01-07 18:00:00,2026-02-04 12:00:00,0.5551874304647483,0.9303453689808624,YES,0.4448125695352517,0.8011935161480482
Trend Filter,market_200,2024-12-24 06:00:00,2024-12-28 18:00:00,0.37411151608295146,0.01,NO,-0.37411151608295146,-1.0
Trend Filter,market_201,2025-11-04 00:00:00,2025-11-06 00:00:00,0.49175433485635295,0.8935219584532144,YES,0.5082456651436471,1.0335357090285975
Trend Filter,market_205,2025-10-29 06:00:00,2025-10-29 06:00:00,0.09680078403153627,0.09680078403153627,NO,-0.09680078403153627,-1.0
Trend Filter,market_206,2025-07-09 12:00:00,2025-07-17 12:00:00,0.6687797211905635,0.9230010519270677,YES,0.3312202788094365,0.49526064908157985
Trend Filter,market_207,2025-02-21 06:00:00,2025-02-22 18:00:00,0.14154176571944244,0.14878977923103842,NO,-0.14154176571944244,-1.0
Trend Filter,market_208,2024-10-21 06:00:00,2024-10-21 12:00:00,0.08247527457256934,0.033009397101043794,NO,-0.08247527457256934,-1.0
Trend Filter,market_21,2025-02-07 00:00:00,2025-02-17 06:00:00,0.650402610654353,0.99,YES,0.349597389345647,0.5375092037129529
Trend Filter,market_212,2025-11-29 00:00:00,2025-12-03 12:00:00,0.783677683512339,0.9392822264859523,YES,0.21632231648766098,0.2760348049189472
Trend Filter,market_213,2025-04-01 00:00:00,2025-04-13 06:00:00,0.7749873486091466,0.9835128454365859,YES,0.22501265139085336,0.2903436446990764
Trend Filter,market_215,2026-01-25 06:00:00,2026-02-04 00:00:00,0.3046476898103516,0.18351797009115017,NO,-0.3046476898103516,-1.0
Trend Filter,market_216,2025-09-09 18:00:00,2025-09-17 06:00:00,0.6481919744264557,0.14253403166732442,NO,-0.6481919744264557,-1.0
Trend Filter,market_217,2025-11-28 00:00:00,2025-12-06 00:00:00,0.35055635296425935,0.945443391042176,YES,0.6494436470357406,1.8526084081607104
Trend Filter,market_218,2025-07-20 06:00:00,2025-08-05 00:00:00,0.8832327306929064,0.9813810052806502,YES,0.11676726930709358,0.13220441821204734
Trend Filter,market_22,2025-12-29 12:00:00,2026-01-08 18:00:00,0.765744515181493,0.99,YES,0.234255484818507,0.305918593178542
Trend Filter,market_220,2025-04-06 06:00:00,2025-04-08 12:00:00,0.75777057701362,0.9372680520529895,YES,0.24222942298637995,0.31966063388342164
Trend Filter,market_222,2025-10-25 12:00:00,2025-11-02 06:00:00,0.2727524450312982,0.0697538294636614,NO,-0.2727524450312982,-1.0
Trend Filter,market_223,2025-07-31 00:00:00,2025-08-09 18:00:00,0.36795032561278035,0.99,YES,0.6320496743872197,1.7177581602478846
Trend Filter,market_225,2025-10-18 00:00:00,2025-10-21 00:00:00,0.629104400771933,0.9125557568937988,YES,0.37089559922806703,0.5895612854924639
Trend Filter,market_226,2025-12-16 00:00:00,2025-12-19 00:00:00,0.4110396976296803,0.8613764919128204,YES,0.5889603023703197,1.432855039955129
Trend Filter,market_227,2025-01-31 00:00:00,2025-02-02 12:00:00,0.07548108454064623,0.07027447364051748,NO,-0.07548108454064623,-1.0
Trend Filter,market_228,2026-01-13 12:00:00,2026-02-02 00:00:00,0.7130720925581443,0.07445639499547596,NO,-0.7130720925581443,-1.0
Trend Filter,market_229,2025-07-06 00:00:00,2025-07-10 18:00:00,0.48103207949089627,0.9380033526721586,YES,0.5189679205091038,1.0788634326807418
Trend Filter,market_23,2025-12-18 12:00:00,2025-12-26 18:00:00,0.4185557850795475,0.05814527917726281,NO,-0.4185557850795475,-1.0
Trend Filter,market_230,2025-05-03 00:00:00,2025-05-05 12:00:00,0.9186976399944278,0.9586064712699858,YES,0.08130236000557223,0.08849740814188371
Trend Filter,market_231,2025-02-21 06:00:00,2025-02-24 00:00:00,0.8973520714478638,0.8937137404263634,YES,0.10264792855213623,0.11438980509234839
Trend Filter,market_233,2024-10-24 00:00:00,2024-10-29 18:00:00,0.21652744194710824,0.01,NO,-0.21652744194710824,-1.0
Trend Filter,market_234,2025-01-25 00:00:00,2025-02-06 06:00:00,0.5644837751804543,0.9278319046501672,YES,0.43551622481954566,0.7715301023139588
Trend Filter,market_235,2025-02-18 06:00:00,2025-02-21 18:00:00,0.17993458994571654,0.027292499041064823,NO,-0.17993458994571654,-1.0
Trend Filter,market_239,2025-09-07 00:00:00,2025-09-08 18:00:00,0.3667987009866102,0.013006312040981297,NO,-0.3667987009866102,-1.0
Trend Filter,market_240,2024-12-29 00:00:00,2025-01-02 12:00:00,0.6045867175515164,0.9246836644577743,YES,0.3954132824484836,0.6540224437113783
Trend Filter,market_242,2025-01-21 00:00:00,2025-01-24 06:00:00,0.1166818576451572,0.050839320789730184,NO,-0.1166818576451572,-1.0
Trend Filter,market_244,2024-11-01 00:00:00,2024-11-02 18:00:00,0.7064921048807652,0.99,YES,0.2935078951192348,0.4154439845704577
Trend Filter,market_247,2025-05-29 00:00:00,2025-06-02 06:00:00,0.8014186064378882,0.13261497243579798,NO,-0.8014186064378882,-1.0
Trend Filter,market_249,2025-01-01 18:00:00,2025-01-15 00:00:00,0.5361494239516688,0.1275988986693194,NO,-0.5361494239516688,-1.0
Trend Filter,market_25,2025-01-31 06:00:00,2025-02-05 18:00:00,0.7651373807979204,0.9880842748288308,YES,0.23486261920207963,0.30695483595005396
Trend Filter,market_250,2025-03-23 00:00:00,2025-03-25 06:00:00,0.3537864111800517,0.8952711297760267,YES,0.6462135888199483,1.8265641878796532
Trend Filter,market_252,2025-06-03 00:00:00,2025-06-05 06:00:00,0.5745830438917122,0.9251598264037786,YES,0.4254169561082878,0.7403924648156921
Trend Filter,market_253,2025-02-24 00:00:00,2025-02-25 12:00:00,0.6476763369939824,0.9282443237553413,YES,0.3523236630060176,0.5439810641241491
Trend Filter,market_255,2024-10-13 12:00:00,2024-10-22 12:00:00,0.20313592376197606,0.052347052407901835,NO,-0.20313592376197606,-1.0
Trend Filter,market_256,2025-12-01 00:00:00,2025-12-03 00:00:00,0.38539814553717144,0.9258964745177354,YES,0.6146018544628286,1.594719283369127
Trend Filter,market_257,2025-03-23 00:00:00,2025-04-06 06:00:00,0.6007957399022552,0.012648838565780477,NO,-0.6007957399022552,-1.0
Trend Filter,market_259,2025-03-19 00:00:00,2025-03-22 12:00:00,0.807038137147173,0.9767519674878234,YES,0.19296186285282702,0.23909881574486005
Trend Filter,market_26,2025-01-18 00:00:00,2025-01-19 06:00:00,0.6849718619442873,0.99,YES,0.3150281380557127,0.459913984147477
Trend Filter,market_262,2025-03-02 00:00:00,2025-03-17 12:00:00,0.7899208153024303,0.99,YES,0.2100791846975697,0.2659496757496363
Trend Filter,market_266,2025-12-09 00:00:00,2025-12-19 00:00:00,0.6868476078409014,0.99,YES,0.3131523921590986,0.45592703328106515
Trend Filter,market_268,2025-05-21 00:00:00,2025-05-23 00:00:00,0.24692395450483176,0.05914610915024744,NO,-0.24692395450483176,-1.0
Trend Filter,market_27,2025-02-27 12:00:00,2025-03-08 06:00:00,0.4066981874288309,0.041913265592703204,NO,-0.4066981874288309,-1.0
Trend Filter,market_272,2025-08-26 00:00:00,2025-09-02 00:00:00,0.2935304216206283,0.965010779080451,YES,0.7064695783793717,2.40680190652417
Trend Filter,market_273,2025-09-08 12:00:00,2025-09-14 00:00:00,0.36322776850317195,0.15361478512654045,NO,-0.36322776850317195,-1.0
Trend Filter,market_276,2025-07-05 06:00:00,2025-07-28 06:00:00,0.401294673160413,0.99,YES,0.598705326839587,1.4919343985417453
Trend Filter,market_277,2025-05-21 00:00:00,2025-05-27 00:00:00,0.5136613478641517,0.08792655979089489,NO,-0.5136613478641517,-1.0
Trend Filter,market_278,2024-10-30 06:00:00,2024-11-02 18:00:00,0.37519229097987494,0.09919236336761209,NO,-0.37519229097987494,-1.0
Trend Filter,market_28,2025-03-08 12:00:00,2025-04-03 18:00:00,0.10540783918918281,0.99,YES,0.8945921608108172,8.486960435696155
Trend Filter,market_280,2025-11-01 06:00:00,2025-11-13 00:00:00,0.7018218347609296,0.14086352598303484,NO,-0.7018218347609296,-1.0
Trend Filter,market_281,2025-03-12 06:00:00,2025-03-31 12:00:00,0.2182406657967829,0.99,YES,0.7817593342032171,3.58209745809317
Trend Filter,market_282,2025-04-10 00:00:00,2025-04-12 06:00:00,0.04356916889872611,0.01969521819897146,NO,-0.04356916889872611,-1.0
Trend Filter,market_283,2024-10-09 00:00:00,2024-10-10 12:00:00,0.707802679360947,0.9381780524727523,YES,0.292197320639053,0.4128231344120778
Trend Filter,market_284,2024-11-13 00:00:00,2024-11-29 00:00:00,0.033779882854310744,0.01,NO,-0.033779882854310744,-1.0
Trend Filter,market_285,2025-12-22 18:00:00,2025-12-31 00:00:00,0.6309815949582115,0.8575954313897072,YES,0.3690184050417885,0.5848322803555431
Trend Filter,market_286,2024-10-26 00:00:00,2024-10-30 12:00:00,0.6631787285583287,0.06615729733548778,NO,-0.6631787285583287,-1.0
Trend Filter,market_287,2025-08-15 06:00:00,2025-09-02 00:00:00,0.7897505822341393,0.01,NO,-0.7897505822341393,-1.0
Trend Filter,market_289,2025-01-31 18:00:00,2025-02-09 00:00:00,0.6951481428376456,0.05744714675287453,NO,-0.6951481428376456,-1.0
Trend Filter,market_29,2025-10-02 00:00:00,2025-10-26 06:00:00,0.21888357230575733,0.020587131252149008,NO,-0.21888357230575733,-1.0
Trend Filter,market_290,2024-10-24 06:00:00,2024-10-31 18:00:00,0.6116824114493656,0.95869786644567,YES,0.38831758855063436,0.6348353022453693
Trend Filter,market_291,2026-01-17 00:00:00,2026-01-28 12:00:00,0.5258372394414718,0.057941084692607996,NO,-0.5258372394414718,-1.0
Trend Filter,market_292,2024-11-11 00:00:00,2024-11-17 06:00:00,0.6041261984571128,0.05021660395483572,NO,-0.6041261984571128,-1.0
Trend Filter,market_293,2026-01-02 06:00:00,2026-01-09 00:00:00,0.6210499684728144,0.030051453735805735,NO,-0.6210499684728144,-1.0
Trend Filter,market_295,2025-01-25 00:00:00,2025-02-03 12:00:00,0.5579175865240295,0.99,YES,0.44208241347597055,0.7923794197459486
Trend Filter,market_296,2025-10-15 00:00:00,2025-10-18 06:00:00,0.15014391510120303,0.9395299921873764,YES,0.8498560848987969,5.660276570821799
Trend Filter,market_297,2026-02-01 06:00:00,2026-02-07 00:00:00,0.8393534301303673,0.8388372401300866,YES,0.16064656986963266,0.19139323686886134
Trend Filter,market_3,2024-10-28 00:00:00,2024-10-31 06:00:00,0.24933415318610613,0.01,NO,-0.24933415318610613,-1.0
Trend Filter,market_301,2025-08-11 00:00:00,2025-08-12 18:00:00,0.6893969567128625,0.8567816293384917,YES,0.3106030432871375,0.4505431018554747
Trend Filter,market_302,2024-10-24 00:00:00,2024-11-02 06:00:00,0.5558638417044078,0.12639857308978847,NO,-0.5558638417044078,-1.0
Trend Filter,market_303,2025-05-24 06:00:00,2025-06-20 18:00:00,0.6511023731821219,0.04097544909997339,NO,-0.6511023731821219,-1.0
Trend Filter,market_305,2025-02-24 00:00:00,2025-02-26 06:00:00,0.12148499162483946,0.06410530617490358,NO,-0.12148499162483946,-1.0
Trend Filter,market_306,2025-08-14 00:00:00,2025-08-18 18:00:00,0.583295768940689,0.941663321068339,YES,0.416704231059311,0.7143961147122302
Trend Filter,market_307,2025-05-05 00:00:00,2025-05-06 06:00:00,0.7551048014212598,0.9214503100990948,YES,0.2448951985787402,0.32431948269670374
Trend Filter,market_308,2025-07-19 00:00:00,2025-07-25 18:00:00,0.5124636386060599,0.09644800692537936,NO,-0.5124636386060599,-1.0
Trend Filter,market_309,2025-04-12 06:00:00,2025-04-15 12:00:00,0.17993536497567628,0.01,NO,-0.17993536497567628,-1.0
Trend Filter,market_31,2025-12-07 18:00:00,2025-12-23 12:00:00,0.7459101145504176,0.04741587338181371,NO,-0.7459101145504176,-1.0
Trend Filter,market_311,2025-02-25 00:00:00,2025-03-03 06:00:00,0.5726011230402479,0.99,YES,0.4273988769597521,0.7464164140832648
Trend Filter,market_312,2025-11-22 06:00:00,2025-11-26 18:00:00,0.7628701793769865,0.99,YES,0.23712982062301347,0.31083902219991133
Trend Filter,market_313,2025-07-05 00:00:00,2025-07-16 00:00:00,0.09361708313077452,0.9435843370999928,YES,0.9063829168692255,9.681811124184367
Trend Filter,market_314,2025-02-28 00:00:00,2025-03-02 06:00:00,0.6502343104587748,0.9832445046046823,YES,0.3497656895412252,0.5379071573360178
Trend Filter,market_315,2025-08-28 06:00:00,2025-09-23 06:00:00,0.742771061573433,0.036693822565799,NO,-0.742771061573433,-1.0
Trend Filter,market_316,2025-05-25 00:00:00,2025-05-27 06:00:00,0.6743632062192892,0.9004737367837375,YES,0.32563679378071075,0.48288042819883664
Trend Filter,market_319,2025-12-21 00:00:00,2025-12-28 06:00:00,0.7293182519025339,0.99,YES,0.27068174809746615,0.37114352669956224
Trend Filter,market_32,2025-02-25 00:00:00,2025-03-10 06:00:00,0.26915102877522734,0.05148720240953061,NO,-0.26915102877522734,-1.0
Trend Filter,market_320,2024-12-09 06:00:00,2024-12-16 06:00:00,0.06574334031105154,0.01,NO,-0.06574334031105154,-1.0
Trend Filter,market_321,2025-10-16 00:00:00,2025-10-21 00:00:00,0.37239265110825326,0.965720037950549,YES,0.6276073488917467,1.6853376322652067
Trend Filter,market_322,2025-12-19 00:00:00,2025-12-24 06:00:00,0.5522204356941454,0.1191649537544473,NO,-0.5522204356941454,-1.0
Trend Filter,market_325,2025-11-17 00:00:00,2025-12-02 06:00:00,0.771280386100995,0.99,YES,0.22871961389900497,0.2965453524045085
Trend Filter,market_327,2025-06-17 12:00:00,2025-07-01 00:00:00,0.8287690920041209,0.9802619230320699,YES,0.17123090799587914,0.2066087039778599
Trend Filter,market_329,2025-04-19 00:00:00,2025-04-20 12:00:00,0.8945543494231376,0.99,YES,0.1054456505768624,0.1178750633148898
Trend Filter,market_331,2025-05-09 12:00:00,2025-05-25 00:00:00,0.4308457411486857,0.99,YES,0.5691542588513143,1.3210163278715064
Trend Filter,market_332,2024-12-04 00:00:00,2024-12-16 06:00:00,0.12093193954154849,0.892898504302088,YES,0.8790680604584515,7.269114047049835
Trend Filter,market_335,2025-08-25 00:00:00,2025-09-02 00:00:00,0.14244026934890924,0.9738633270643771,YES,0.8575597306510907,6.020486584102753
Trend Filter,market_337,2025-04-10 00:00:00,2025-04-12 06:00:00,0.7056552035982945,0.9117650885766857,YES,0.2943447964017055,0.41712268952425385
Trend Filter,market_338,2025-02-17 00:00:00,2025-02-24 18:00:00,0.1695142341979721,0.9848021771462816,YES,0.8304857658020279,4.899209613465977
Trend Filter,market_34,2024-12-01 00:00:00,2024-12-04 00:00:00,0.9609392294321606,0.99,YES,0.03906077056783941,0.04064853361322469
Trend Filter,market_340,2025-12-26 00:00:00,2025-12-28 18:00:00,0.5134997034480293,0.8248399712118544,YES,0.4865002965519707,0.94742079359586
Trend Filter,market_341,2025-05-10 06:00:00,2025-05-15 18:00:00,0.8570105939110816,0.99,YES,0.1429894060889184,0.16684671940444432
Trend Filter,market_342,2025-06-08 00:00:00,2025-06-14 00:00:00,0.2985661472163323,0.99,YES,0.7014338527836677,2.349341542312998
Trend Filter,market_345,2025-02-21 06:00:00,2025-03-09 06:00:00,0.45636294637520747,0.01,NO,-0.45636294637520747,-1.0
Trend Filter,market_346,2025-01-09 12:00:00,2025-01-10 06:00:00,0.21552797016235922,0.06216678974187253,NO,-0.21552797016235922,-1.0
Trend Filter,market_347,2024-11-14 00:00:00,2024-11-27 00:00:00,0.17512295360983932,0.9037993997352778,YES,0.8248770463901607,4.710273721330239
