index,strategy,market_id,entry_date,exit_date,entry_price,exit_price,outcome,pnl,roi,holding_days,roi_raw,roi_adj,daily_return,cumulative,peak,drawdown
1369,News Mean Reversion,market_283,2024-10-09 12:00:00,2024-10-10 12:00:00,0.8364763180168535,0.9381780524727524,loss,-0.1017017344558988,-0.121583519180814,1.0,-0.12158351918081403,0.07759985176195863,0.07759985176195872,17.195393534373128,17.195393534373128,0.0
1552,News Mean Reversion,market_482,2024-10-09 12:00:00,2024-10-10 12:00:00,0.2255189393370757,0.1810434968924268,loss,-0.0444754424446489,-0.1972137798066396,1.0,-0.19721377980663932,-0.22869559236324177,-0.22869559236324177,13.262882824110608,17.195393534373128,-0.22869559236324175
1947,Whale Copy,market_472,2024-10-09 18:00:00,2024-11-03 18:00:00,0.6056247945934181,0.069190343975025,NO,-0.6056247945934181,-1.0,25.0,-1.0,-0.8902340232006124,-0.08458355538974383,1.4558132883643213,17.195393534373128,-0.9153370182860782
1957,Whale Copy,market_482,2024-10-09 18:00:00,2024-10-12 06:00:00,0.3443110020609908,0.0516078746831223,NO,0.3443110020609908,1.0,2.5,1.0,-0.8559905545757974,-0.5393655751913053,0.2096508642985306,17.195393534373128,-0.9878077309554186
270,Trend Filter,market_444,2024-10-10 00:00:00,2024-10-15 00:00:00,0.560719986440182,0.0500061183859384,NO,-0.560719986440182,-1.0,5.0,-1.0,-0.914315352943755,-0.38824066874281093,0.017963860312456312,17.195393534373128,-0.9989553097301003
1184,Expert Fade,market_9,2024-10-10 00:00:00,2024-10-16 06:00:00,0.0104781766023292,0.99,YES,0.9895218233976708,94.43645215692486,6.25,94.43645215692486,89.77690772808674,1.0571978489420268,1.630703690024086,17.195393534373128,-0.9051662477648823
711,NO-Side Bias,market_9,2024-10-10 00:00:00,2024-10-16 06:00:00,0.0104781766023292,0.99,YES,0.9895218233976708,94.43645215692486,6.25,94.43645215692486,89.77690772808674,1.0571978489420268,148.03023840116703,148.03023840116703,0.0
1542,News Mean Reversion,market_472,2024-10-10 06:00:00,2024-10-11 06:00:00,0.6724314021432152,0.4554379900848902,profit,0.2169934120583249,0.3226997004701298,1.0,0.32269970047012975,-0.3492604965301247,-0.3492604965301247,96.3291238357027,148.03023840116703,-0.34926049653012464
911,Expert Fade,market_283,2024-10-10 06:00:00,2024-10-10 12:00:00,0.9777050581773686,0.9381780524727524,YES,-0.0222949418226313,-0.0228033409832137,0.25,-0.022803340983213672,-0.07805861414104821,-0.2775409371889116,88.80980592766633,148.03023840116703,-0.400056320337817
1771,Whale Copy,market_283,2024-10-10 12:00:00,2024-10-10 12:00:00,0.9381780524727524,0.9381780524727524,YES,0.0618219475272476,0.065895751200216,0.0,0.06589575120021592,-0.039215686274509894,0.0,85.32706844030686,148.03023840116703,-0.4235835234618242
1602,News Mean Reversion,market_9,2024-10-10 12:00:00,2024-10-11 12:00:00,0.2537988729883489,0.3531079516624829,loss,-0.0993090786741339,-0.3912904636053798,1.0,-0.3912904636053796,0.33673005326791416,0.3367300532679143,114.05925674140636,148.03023840116703,-0.22948677261262082
349,Trend Filter,market_9,2024-10-11 00:00:00,2024-10-16 06:00:00,0.2075735539457579,0.99,YES,0.7924264460542421,3.817569391625461,5.25,3.817569391625462,3.5823586507402188,0.3363546495726668,522.660421825983,522.660421825983,0.0
1295,News Mean Reversion,market_192,2024-10-11 06:00:00,2024-10-12 06:00:00,0.430139271955394,0.5547414169064593,profit,0.1246021449510652,0.289678606616479,1.0,0.2896786066164789,0.23910297498446026,0.2391029749844602,647.6300835912084,647.6300835912084,0.0
679,NO-Side Bias,market_482,2024-10-11 12:00:00,2024-10-12 06:00:00,0.090126602057487,0.0516078746831223,NO,-0.090126602057487,-1.0,0.75,-1.0,-0.4498401656302574,-0.5491986851145941,356.30005952140175,647.6300835912084,-0.4498401656302574
1125,Expert Fade,market_482,2024-10-11 12:00:00,2024-10-12 06:00:00,0.090126602057487,0.0516078746831223,NO,-0.090126602057487,-1.0,0.75,-1.0,-0.4498401656302574,-0.5491986851145941,196.02198173222382,647.6300835912084,-0.6973241566462574
2008,Whale Copy,market_92,2024-10-11 18:00:00,2024-10-19 18:00:00,0.0870472167921205,0.0726515897866058,NO,0.0870472167921205,1.0,8.0,1.0,-0.19810752822934152,-0.0272202599348782,157.18855145263583,647.6300835912084,-0.7572865198277987
76,Trend Filter,market_192,2024-10-12 06:00:00,2024-11-03 12:00:00,0.5547414169064593,0.947825677606123,YES,0.4452585830935407,0.8026416804725802,22.25,0.8026416804725802,0.6415865400288865,0.02252698184982238,258.0386103112851,647.6300835912084,-0.6015648178657462
1347,News Mean Reversion,market_255,2024-10-12 12:00:00,2024-10-13 12:00:00,0.1450401217682574,0.203135923761976,profit,0.0580958019937186,0.4005498705147466,1.0,0.4005498705147468,0.34562634618083515,0.3456263461808351,347.2235523667549,647.6300835912084,-0.4638551216747886
541,NO-Side Bias,market_255,2024-10-12 12:00:00,2024-10-22 12:00:00,0.1450401217682574,0.0523470524079018,NO,-0.1450401217682574,-1.0,10.0,-1.0,-0.6532392126391244,-0.10049620899950185,120.40351240893614,647.6300835912084,-0.8140859798524488
880,Expert Fade,market_255,2024-10-12 12:00:00,2024-10-22 12:00:00,0.1450401217682574,0.0523470524079018,NO,-0.1450401217682574,-1.0,10.0,-1.0,-0.6532392126391244,-0.10049620899950185,41.75121676393765,647.6300835912084,-0.9355323079922094
1246,News Mean Reversion,market_137,2024-10-13 06:00:00,2024-10-14 06:00:00,0.5624145529237823,0.6464458735540056,loss,-0.0840313206302233,-0.1494117109761403,1.0,-0.14941171097614026,0.1043367419182523,0.10433674191825237,46.107402692209625,647.6300835912084,-0.9288059590491273
1084,Expert Fade,market_444,2024-10-13 12:00:00,2024-10-15 00:00:00,0.090395883669644,0.0500061183859384,NO,-0.090395883669644,-1.0,1.5,-1.0,-0.46850351824544917,-0.3438543367989917,24.505922313749725,647.6300835912084,-0.9621606177127218
122,Trend Filter,market_255,2024-10-13 12:00:00,2024-10-22 12:00:00,0.203135923761976,0.0523470524079018,NO,-0.203135923761976,-1.0,9.0,-1.0,-0.75241096753418,-0.14367855055572942,6.067397595343843,647.6300835912084,-0.9906313839503884
655,NO-Side Bias,market_444,2024-10-13 12:00:00,2024-10-15 00:00:00,0.090395883669644,0.0500061183859384,NO,-0.090395883669644,-1.0,1.5,-1.0,-0.46850351824544917,-0.3438543367989917,3.224800475331275,647.6300835912084,-0.9950206135307224
2007,Whale Copy,market_9,2024-10-13 18:00:00,2024-10-16 06:00:00,0.5145769002126596,0.99,YES,0.4854230997873404,0.9433441329891205,2.5,0.9433441329891202,0.8484632135549456,0.2785694546720876,5.960925049704364,647.6300835912084,-0.9907957872854669
705,NO-Side Bias,market_8,2024-10-14 00:00:00,2024-10-21 06:00:00,0.1271492409010319,0.0906492120667289,NO,-0.1271492409010319,-1.0,7.25,-1.0,-0.3150227214248221,-0.05085045573299207,4.083098218337102,647.6300835912084,-0.993695323423372
1923,Whale Copy,market_444,2024-10-14 00:00:00,2024-10-15 00:00:00,0.1065730177989881,0.0500061183859384,NO,0.1065730177989881,1.0,1.0,1.0,-0.5491814426600049,-0.5491814426600049,1.8407364482682365,647.6300835912084,-0.9971577348012294
30,Trend Filter,market_137,2024-10-14 00:00:00,2024-10-19 12:00:00,0.5451383006604572,0.9530745682658998,YES,0.4548616993395428,0.8343968838521516,5.5,0.8343968838521516,0.6797555664152816,0.09888902095675678,3.091987295282065,647.6300835912084,-0.9952256892111366
761,Expert Fade,market_141,2024-10-14 00:00:00,2024-10-24 00:00:00,0.894388282704942,0.99,YES,-0.105611717295058,-0.1180826262343815,10.0,-0.1180826262343815,0.06349388624764397,0.006174947560066979,3.2883095848878647,647.6300835912084,-0.9949225496649975
1175,Expert Fade,market_8,2024-10-14 00:00:00,2024-10-21 06:00:00,0.1271492409010319,0.0906492120667289,NO,-0.1271492409010319,-1.0,7.25,-1.0,-0.3150227214248221,-0.05085045573299207,2.2524173505691625,647.6300835912084,-0.9965220618874293
730,Expert Fade,market_11,2024-10-14 00:00:00,2024-10-14 18:00:00,0.9429417772323874,0.9369371641038016,YES,-0.0570582227676126,-0.0605108651936954,0.75,-0.06051086519369545,-0.045333919916536215,-0.05998383338885194,2.1503064427798435,647.6300835912084,-0.9966797304552992
1471,News Mean Reversion,market_396,2024-10-14 06:00:00,2024-10-15 06:00:00,0.3923594818148763,0.4955660383700739,loss,-0.1032065565551976,-0.2630408116500997,1.0,-0.26304081165009974,0.21350979942852716,0.2135097994285271,2.6094179400876376,647.6300835912084,-0.9959708203707617
230,Trend Filter,market_396,2024-10-15 00:00:00,2024-10-18 00:00:00,0.4432105269780481,0.93920766012462,YES,0.5567894730219518,1.2562640982792568,3.0,1.2562640982792568,1.03599854302028,0.26743536490653286,5.31277112414941,647.6300835912084,-0.9917965961453037
1641,Whale Copy,market_137,2024-10-15 00:00:00,2024-10-19 12:00:00,0.7011711207655008,0.9530745682658998,YES,0.2988288792344992,0.4261853781260328,4.5,0.4261853781260328,0.3059566600530544,0.06111376338327368,6.938248832920475,647.6300835912084,-0.9892867101008543
298,Trend Filter,market_479,2024-10-15 06:00:00,2024-10-23 12:00:00,0.6264087047223162,0.9623645437123344,YES,0.3735912952776837,0.5964018259345467,8.25,0.5964018259345467,0.4760726514716636,0.04832974163331416,10.2413593513791,647.6300835912084,-0.9841864057725838
1251,News Mean Reversion,market_141,2024-10-15 12:00:00,2024-10-16 12:00:00,0.935202867199132,0.8558458812707981,profit,0.0793569859283338,0.0848553706491539,1.0,0.0848553706491539,-0.12074339532957942,-0.12074339532957945,9.004782850503247,647.6300835912084,-0.9860957928319661
35,Trend Filter,market_141,2024-10-15 12:00:00,2024-10-24 00:00:00,0.935202867199132,0.99,YES,0.064797132800868,0.0692867131544742,8.5,0.06928671315447411,0.017080361865167364,0.0019944724954161774,9.158587800107096,647.6300835912084,-0.985858303942088
340,Trend Filter,market_8,2024-10-16 00:00:00,2024-10-21 06:00:00,0.1242670122133781,0.0906492120667289,NO,-0.1242670122133781,-1.0,5.25,-1.0,-0.299135470838074,-0.0654619946004884,6.418929326310219,647.6300835912084,-0.9900885868508202
1556,News Mean Reversion,market_488,2024-10-16 06:00:00,2024-10-17 06:00:00,0.7050418939253565,0.8128719951853365,profit,0.1078301012599799,0.1529414098496053,1.0,0.1529414098496053,0.10772802122805215,0.10772802122805225,7.110427881036333,647.6300835912084,-0.9890208499246855
1748,Whale Copy,market_255,2024-10-16 06:00:00,2024-10-22 12:00:00,0.2058070719989548,0.0523470524079018,NO,0.2058070719989548,1.0,6.25,1.0,-0.7556243994203774,-0.20184129471346335,1.7376150838063473,647.6300835912084,-0.9973169636064912
1497,News Mean Reversion,market_420,2024-10-16 12:00:00,2024-10-17 12:00:00,0.8054384194585924,0.5797882573559834,profit,0.225650162102609,0.2801581805028481,1.0,0.2801581805028481,-0.30838727146352074,-0.30838727146352074,1.201756709257451,647.6300835912084,-0.9981443778791227
1876,Whale Copy,market_396,2024-10-16 12:00:00,2024-10-18 00:00:00,0.7625159836830175,0.93920766012462,YES,0.2374840163169824,0.3114479189930083,1.5,0.3114479189930082,0.1834191105345793,0.11881698832329723,1.4221818559484156,647.6300835912084,-0.9978040213202231
1593,News Mean Reversion,market_8,2024-10-16 12:00:00,2024-10-17 12:00:00,0.0421325597002547,0.0378878863263169,loss,-0.0042446733739378,-0.1007456799239315,1.0,-0.1007456799239316,-0.1360105552210324,-0.13601055522103245,1.2287501120955933,647.6300835912084,-0.9981026975997132
251,Trend Filter,market_420,2024-10-16 12:00:00,2024-11-07 12:00:00,0.8054384194585924,0.0452306831451718,NO,-0.8054384194585924,-1.0,22.0,-1.0,-0.946045619609032,-0.12428084278048213,0.06629645095345021,647.6300835912084,-0.9998976322245782
1603,News Mean Reversion,market_92,2024-10-16 18:00:00,2024-10-17 18:00:00,0.01,0.0766928179751395,profit,0.0666928179751395,6.669281797513951,1.0,6.66928179751395,6.368525648591834,6.368525648591834,0.4885070992611084,647.6300835912084,-0.9992457004212153
305,Trend Filter,market_488,2024-10-17 00:00:00,2024-10-23 00:00:00,0.8491656777136267,0.99,YES,0.1508343222863732,0.1776264941518759,6.0,0.17762649415187584,0.12013061237857843,0.019087429069308826,0.5471917562466283,647.6300835912084,-0.999155085950899
2006,Whale Copy,market_89,2024-10-17 06:00:00,2024-10-28 06:00:00,0.8515952958976892,0.9529487308187335,YES,0.1484047041023107,0.1742667025254917,11.0,0.17426670252549173,0.07513298484125425,0.006607585381502856,0.5883039061739656,647.6300835912084,-0.9990916050364557
1183,Expert Fade,market_89,2024-10-17 06:00:00,2024-10-28 06:00:00,0.8515952958976892,0.9529487308187335,YES,-0.1484047041023107,-0.1742667025254917,11.0,-0.17426670252549173,0.07513298484125425,0.006607585381502856,0.6325049346385848,647.6300835912084,-0.9990233546114299
1030,Expert Fade,market_396,2024-10-17 12:00:00,2024-10-18 00:00:00,0.859096176770002,0.93920766012462,YES,-0.1409038232299979,-0.1640140266480557,0.5,-0.1640140266480557,0.05037830638622586,0.10329458652679602,0.6643694620266072,647.6300835912084,-0.9989741528708139
757,Expert Fade,market_137,2024-10-17 12:00:00,2024-10-19 12:00:00,0.8530378971356878,0.9530745682658998,YES,-0.1469621028643122,-0.1722808603905856,2.0,-0.17228086039058566,0.07345652294614925,0.036077469567864506,0.7131717326586855,647.6300835912084,-0.9988987977076296
1601,News Mean Reversion,market_89,2024-10-17 12:00:00,2024-10-18 12:00:00,0.6827176584373104,0.7952393254883248,profit,0.1125216670510144,0.1648143499152608,1.0,0.16481434991526084,0.11913535580093698,0.11913535580093693,0.7981357007761487,647.6300835912084,-0.9987676055807192
1131,Expert Fade,market_488,2024-10-17 12:00:00,2024-10-23 00:00:00,0.957956513881848,0.99,YES,-0.042043486118152,-0.0438887209480758,5.5,-0.043888720948075874,-0.007077610721741967,-0.0012905802691473012,0.7924868069829304,647.6300835912084,-0.9987763279886747
1998,Whale Copy,market_8,2024-10-18 00:00:00,2024-10-21 06:00:00,0.01,0.0906492120667289,NO,0.01,1.0,3.25,1.0,7.709434100528854,0.9463801779236436,6.902111620956361,647.6300835912084,-0.9893425092566993
1548,News Mean Reversion,market_479,2024-10-18 06:00:00,2024-10-19 06:00:00,0.8296091378677988,0.8319725632391319,loss,-0.0023634253713331,-0.0028488420190349,1.0,-0.002848842019034897,-0.036478563550338905,-0.03647856355033885,6.650332503559771,647.6300835912084,-0.989731279210066
1692,Whale Copy,market_192,2024-10-18 12:00:00,2024-11-03 12:00:00,0.7112612364323139,0.947825677606123,YES,0.2887387635676861,0.4059531839749902,16.0,0.40595318397499014,0.2803397634293231,0.01556523846758906,8.514685144334054,647.6300835912084,-0.986852548453094
348,Trend Filter,market_89,2024-10-18 12:00:00,2024-10-28 06:00:00,0.7952393254883248,0.9529487308187335,YES,0.2047606745116752,0.2574830845870705,9.75,0.2574830845870705,0.1513240895035387,0.014557524244217968,9.803162121209711,647.6300835912084,-0.9848630223184666
517,NO-Side Bias,market_208,2024-10-19 00:00:00,2024-10-21 12:00:00,0.0838684659093382,0.0330093971010437,NO,-0.0838684659093382,-1.0,2.5,-1.0,-0.6218493971917615,-0.3222556296594842,3.7070716655623426,647.6300835912084,-0.9942759427650333
1961,Whale Copy,market_488,2024-10-19 00:00:00,2024-10-23 00:00:00,0.8011768924953335,0.99,YES,0.1988231075046664,0.2481638067286426,4.0,0.24816380672864258,0.18722404440012644,0.04383816342163649,4.401124615670038,647.6300835912084,-0.993204261619125
202,Trend Filter,market_364,2024-10-19 00:00:00,2024-10-31 00:00:00,0.4284366739024767,0.922633303356394,YES,0.5715633260975232,1.3340672283989063,12.0,1.3340672283989066,1.0690376412252103,0.062463532947999445,9.106092493544146,647.6300835912084,-0.9859393614900509
1440,News Mean Reversion,market_364,2024-10-19 00:00:00,2024-10-20 00:00:00,0.4284366739024767,0.4692527965981037,loss,-0.0408161226956269,-0.0952675743741717,1.0,-0.09526757437417159,0.052315904790870935,0.052315904790871004,9.582485961453267,647.6300835912084,-0.9852037664644655
380,Time Horizon,market_208,2024-10-19 00:00:00,2024-10-21 12:00:00,0.0838684659093382,0.0330093971010437,NO,0.0838684659093382,1.0,2.5,1.0,-0.6218493971917615,-0.3222556296594842,3.623622842725036,647.6300835912084,-0.9944047953692462
830,Expert Fade,market_208,2024-10-19 00:00:00,2024-10-21 12:00:00,0.0838684659093382,0.0330093971010437,NO,-0.0838684659093382,-1.0,2.5,-1.0,-0.6218493971917615,-0.3222556296594842,1.3702751623261753,647.6300835912084,-0.997884169996045
1646,Whale Copy,market_141,2024-10-19 18:00:00,2024-10-24 00:00:00,0.8622214111162523,0.99,YES,0.1377785888837477,0.1597949054702507,4.25,0.1597949054702507,0.10316962479140897,0.023371884454775227,1.5116459366843538,647.6300835912084,-0.9976658806084145
1121,Expert Fade,market_479,2024-10-20 00:00:00,2024-10-23 12:00:00,0.858074294936624,0.9623645437123344,YES,-0.1419257050633759,-0.165400252519927,3.5,-0.16540025251992696,0.07755792609157579,0.021571457241455816,1.6288860605183497,647.6300835912084,-0.9974848511491531
1707,Whale Copy,market_208,2024-10-20 06:00:00,2024-10-21 12:00:00,0.01,0.0330093971010437,NO,0.01,1.0,1.25,1.0,2.171491094021845,1.51773952019392,5.1659976341102745,647.6300835912084,-0.9920232278193997
1953,Whale Copy,market_479,2024-10-20 12:00:00,2024-10-23 12:00:00,0.8813157885832048,0.9623645437123344,YES,0.1186842114167952,0.1346670659419262,3.0,0.13466706594192626,0.04914126089902236,0.016119195752629878,5.419861271651819,647.6300835912084,-0.9916312391765406
89,Trend Filter,market_208,2024-10-21 06:00:00,2024-10-21 12:00:00,0.0824752745725693,0.0330093971010437,NO,-0.0824752745725693,-1.0,0.25,-1.0,-0.615461590099797,-0.9781345255931957,2.084144835280683,647.6300835912084,-0.9967818900201119
1845,Whale Copy,market_364,2024-10-22 06:00:00,2024-10-31 00:00:00,0.5602756341495432,0.922633303356394,YES,0.4397243658504568,0.7848357826910066,8.75,0.7848357826910066,0.5821705445590594,0.05383302687817659,3.2974725689759894,647.6300835912084,-0.9949084011806694
1902,Whale Copy,market_420,2024-10-22 06:00:00,2024-11-07 12:00:00,0.5568974748305714,0.0452306831451718,NO,-0.5568974748305714,-1.0,16.25,-1.0,-0.9219660120057284,-0.14526232060201216,0.2573149348589124,647.6300835912084,-0.9996026822388607
814,Expert Fade,market_192,2024-10-23 06:00:00,2024-11-03 12:00:00,0.8626440048065769,0.947825677606123,YES,-0.1373559951934231,-0.1592267429299775,11.25,-0.1592267429299775,0.055656838876872526,0.004826112282727335,0.27163627072896784,647.6300835912084,-0.999580568788246
1331,News Mean Reversion,market_233,2024-10-23 06:00:00,2024-10-24 06:00:00,0.3062948503153781,0.2145618969413684,profit,0.0917329533740096,0.2994923136303347,1.0,0.2994923136303345,-0.32696320329189044,-0.32696320329189044,0.18282120552116135,647.6300835912084,-0.9997177073608018
1387,News Mean Reversion,market_302,2024-10-23 06:00:00,2024-10-24 06:00:00,0.6355571447741891,0.5486102875047799,profit,0.0869468572694092,0.1368041536222538,1.0,0.13680415362225387,-0.17065497112726355,-0.17065497112726358,0.15162185797149605,647.6300835912084,-0.9997658820029935
1376,News Mean Reversion,market_290,2024-10-23 12:00:00,2024-10-24 12:00:00,0.599983376824945,0.5788052091314776,profit,0.0211781676934673,0.0352979240950644,1.0,0.035297924095064354,-0.07312937805212083,-0.07312937805212083,0.14053384579893355,647.6300835912084,-0.9997830029065055
109,Trend Filter,market_233,2024-10-24 00:00:00,2024-10-29 18:00:00,0.2165274419471082,0.01,NO,-0.2165274419471082,-1.0,5.75,-1.0,-0.9556275959718683,-0.4182782563857417,0.006235824585417438,647.6300835912084,-0.9999903713172944
442,Time Horizon,market_470,2024-10-24 00:00:00,2024-10-25 12:00:00,0.3182305310775243,0.1230990164350065,NO,0.3182305310775243,1.0,1.5,1.0,-0.6283461438306233,-0.4830771118110342,0.0023175682535661957,647.6300835912084,-0.9999964214629427
156,Trend Filter,market_302,2024-10-24 00:00:00,2024-11-02 06:00:00,0.5558638417044078,0.1263985730897884,NO,-0.5558638417044078,-1.0,9.25,-1.0,-0.7815260551404372,-0.15163304076267914,0.0005063282788378944,647.6300835912084,-0.9999992181828924
147,Trend Filter,market_290,2024-10-24 06:00:00,2024-10-31 18:00:00,0.6116824114493656,0.95869786644567,YES,0.3883175885506343,0.6348353022453693,7.5,0.6348353022453692,0.5058498567918074,0.05609800671100795,0.0007624543661776856,647.6300835912084,-0.9999988227008203
1778,Whale Copy,market_290,2024-10-24 12:00:00,2024-10-31 18:00:00,0.5788052091314776,0.95869786644567,YES,0.4211947908685224,0.7276969595704633,7.25,0.7276969595704633,0.5913849031615457,0.0661813138991576,0.0012133583676847738,647.6300835912084,-0.999998126463859
1790,Whale Copy,market_302,2024-10-24 18:00:00,2024-11-02 06:00:00,0.5337806724059132,0.1263985730897884,NO,-0.5337806724059132,-1.0,8.5,-1.0,-0.7724875167274636,-0.15985633584124337,0.00027605417533147414,647.6300835912084,-0.9999995737471401
857,Expert Fade,market_233,2024-10-25 00:00:00,2024-10-29 18:00:00,0.0895594329852473,0.01,NO,-0.0895594329852473,-1.0,4.75,-1.0,-0.8927210365563887,-0.3749744025412094,2.9614805783841484e-05,647.6300835912084,-0.9999999542720349
529,NO-Side Bias,market_233,2024-10-25 00:00:00,2024-10-29 18:00:00,0.0895594329852473,0.01,NO,-0.0895594329852473,-1.0,4.75,-1.0,-0.8927210365563887,-0.3749744025412094,3.1770456670743796e-06,647.6300835912084,-0.9999999950943513
291,Trend Filter,market_471,2024-10-25 00:00:00,2024-11-03 06:00:00,0.6660291309761702,0.99,YES,0.3339708690238298,0.5014358283913845,9.25,0.5014358283913845,0.4281304320640403,0.0392778277331749,4.537235601206121e-06,647.6300835912084,-0.9999999929940939
1541,News Mean Reversion,market_471,2024-10-25 00:00:00,2024-10-26 00:00:00,0.6660291309761702,0.662613389059375,profit,0.0034157419167952,0.0051285172944146,1.0,0.005128517294414576,-0.04414308524365331,-0.04414308524365329,4.3369480232915404e-06,647.6300835912084,-0.9999999933033562
673,NO-Side Bias,market_470,2024-10-25 06:00:00,2024-10-25 12:00:00,0.0740729441752738,0.1230990164350065,NO,-0.0740729441752738,-1.0,0.25,-1.0,0.5966910096881319,5.49955345401189,6.924765918274318e-06,647.6300835912084,-0.999999989307529
1372,News Mean Reversion,market_286,2024-10-25 06:00:00,2024-10-26 06:00:00,0.7200651695130935,0.5463315690394116,profit,0.1737336004736819,0.24127482876468,1.0,0.24127482876467995,-0.27102875704841806,-0.271028757048418,5.047955218593183e-06,647.6300835912084,-0.9999999922054961
1112,Expert Fade,market_470,2024-10-25 06:00:00,2024-10-25 12:00:00,0.0740729441752738,0.1230990164350065,NO,-0.0740729441752738,-1.0,0.25,-1.0,0.5966910096881319,5.49955345401189,8.060024714836024e-06,647.6300835912084,-0.9999999875545857
1491,News Mean Reversion,market_415,2024-10-25 18:00:00,2024-10-26 18:00:00,0.2583341718382728,0.2725416541104173,profit,0.0142074822721444,0.0549965270604575,1.0,0.054996527060457316,0.013624114234557486,0.01362411423455745,8.169835412284305e-06,647.6300835912084,-0.9999999873850279
143,Trend Filter,market_286,2024-10-26 00:00:00,2024-10-30 12:00:00,0.6631787285583287,0.0661572973354877,NO,-0.6631787285583287,-1.0,4.5,-1.0,-0.9041542034127242,-0.4061415988231192,7.830443830773238e-07,647.6300835912084,-0.999999998790908
674,NO-Side Bias,market_472,2024-10-26 18:00:00,2024-11-03 18:00:00,0.126230247256413,0.069190343975025,NO,-0.126230247256413,-1.0,8.0,-1.0,-0.4733671319090464,-0.07702806596865619,4.123769093025223e-07,647.6300835912084,-0.9999999993632523
1114,Expert Fade,market_472,2024-10-26 18:00:00,2024-11-03 18:00:00,0.126230247256413,0.069190343975025,NO,-0.126230247256413,-1.0,8.0,-1.0,-0.4733671319090464,-0.07702806596865619,2.1717123448047034e-07,647.6300835912084,-0.9999999996646678
1788,Whale Copy,market_3,2024-10-26 18:00:00,2024-10-31 06:00:00,0.2837421032303842,0.01,NO,0.2837421032303842,1.0,4.5,1.0,-0.9661388175111475,-0.5287328827385804,7.3536748020725835e-09,647.6300835912084,-0.9999999999886452
